model,rmse,TEmax,TEmaxt,MImax,TE0,TE1,TE2,TE3,TE4,TE5,TE6,TE7,TE8,MI0,MI1,MI2,MI3,MI4,MI5,MI6,MI7,MI8,corr0,corr1,corr2,corr3,corr4,corr5,corr6,corr7,corr8,MImaxt,replicate,sink,source,site
1d,NA,0.1014561308732488,0,0.1214558826447678,0.1014561308732488,0.0559994943178305,0.0559804672557408,0.0541303293634564,0.0584170350260657,0.0504972527203518,0.0519218418172947,0.0550654960027776,0.0589291280695193,0.1214558826447678,0.0757150545948092,0.0563467829640577,0.0420216129149048,0.0324937380564874,0.0264043919168215,0.0212463709725949,0.017376563815691,0.0235573999908967,0.4425529126770765,0.3332529442226676,0.2647414902070195,0.2072212470848047,0.1603600104384963,0.1183320326827552,0.090164261292042,0.0791534635325335,0.0766657461643937,0,3,do_min,tmmx,01466500
1d,NA,0.0815511187474349,0,0.1188633802716126,0.0815511187474349,0.0525465549728771,0.0496616664279296,0.0544199318397061,0.0515796317780757,0.0480324379578301,0.0500572805277207,0.0489229628669393,0.0462787705350013,0.1188633802716126,0.088871678576678,0.0604464557658117,0.0474629687254241,0.0357788475246068,0.0280260845924401,0.0240475609445625,0.022589581325739,0.0219070701587898,0.3257600046353691,0.2712521349886316,0.225490499870791,0.1780421816829703,0.1317499959632669,0.0951026926725157,0.0671637764539452,0.0525335784811636,0.0670092062565192,0,3,do_mean,tmmx,01466500
1d,NA,0.1277413513755028,0,0.1513384032737453,0.1277413513755028,0.0603742518005035,0.0508430789602125,0.0478959983830446,0.0509512642916531,0.044865130185035,0.0444897457919684,0.050954034897015,0.0498711222791305,0.1513384032737453,0.0835329471898291,0.0551158333505373,0.0375755940524123,0.0272717848101977,0.0218232560579531,0.0181625558313353,0.0193672461551426,0.0206412025118624,-0.5376317117607834,-0.3907632728329476,-0.2904757592762373,-0.2201142287073251,-0.1780722133717094,-0.1373375888735216,-0.1175266582838961,-0.1124035821933163,-0.0925097622819513,0,3,do_max,tmmx,01466500
1d,1.004860088113883,0.0664094029446126,7,0.0895664385546659,0.0424945913135476,0.0499616184631877,0.0542220317711713,0.0639365363040699,0.062418009544598,0.0614089828441014,0.0650701314386379,0.0664094029446126,0.0661307408118137,0.0827515854985792,0.0895664385546659,0.0752786764588443,0.058311480988283,0.0450777589039783,0.0373083319623837,0.0312940969585357,0.0249705456044955,0.0234466433181224,-0.4115077288425551,-0.4330022084016268,-0.3976496398558428,-0.3480967642387493,-0.2979286969922755,-0.2473198173446303,-0.2079101979373741,-0.1736280968241562,-0.1493484508190646,1,3,do_min,tmmx,01472104
1d,1.003027053815751,0.0726962715161692,5,0.0731750860093136,0.0341905477000097,0.0568407407041884,0.0645681099784862,0.0650996484071955,0.0684286715297592,0.0726962715161692,0.070572619089351,0.0695805162654873,0.0649852786248855,0.0497509061199452,0.0731750860093136,0.0717156864730756,0.0595877300434393,0.0493123175839836,0.0391521827657528,0.0315857539405503,0.0242452605104362,0.0214923415642514,-0.319479675139171,-0.3791220262173582,-0.3747904269999453,-0.3408930273403356,-0.2986092930051076,-0.2525428069228738,-0.2133296549317878,-0.1800371957479436,-0.154591640612553,1,3,do_mean,tmmx,01472104
1d,1.845398203161204,0.0751258851320664,6,0.0542915792637479,0.0601663200562776,0.0570597983120711,0.0719509338726451,0.0749121615909582,0.0736833652904823,0.0722831744999231,0.0751258851320664,0.0711665373269455,0.0650477636214491,0.0542915792637479,0.0511850575195409,0.0488112634076254,0.044866354934634,0.0418602272294083,0.0322787095007776,0.026829466804881,0.0203928695528541,0.0196547332780396,-0.0484691018241137,-0.1849486143816288,-0.2614862684917731,-0.2718129043275237,-0.2510123801476662,-0.2194791747595919,-0.1808870495180915,-0.1531771305248981,-0.1346433508122435,0,3,do_max,tmmx,01472104
1d,NA,0.0539789378028274,8,0.1051456322660375,0.0302314029802591,0.0402929419491941,0.0427517114506809,0.0486145075048903,0.0477285108987949,0.0532918291640594,0.0513226546564596,0.0537360508909679,0.0539789378028274,0.0945928331380576,0.1051456322660375,0.0855830635442653,0.0636529161245444,0.0478625816418897,0.0415800413959058,0.0333828665271496,0.0294405135732657,0.02769265391254,-0.4626320177349101,-0.4807094252376804,-0.4327207432624829,-0.3704420821571532,-0.3152864627311451,-0.2633338076628091,-0.2250565256527174,-0.1957303333606437,-0.1720347497154702,1,3,do_min,tmmx,01472119
1d,NA,0.0638493778361184,7,0.0853520242518454,0.0231348797157053,0.0435233265292635,0.0519855431014041,0.0576921398511084,0.05664347325518,0.0558416862719444,0.0540553365538228,0.0638493778361184,0.060493714895168,0.0645682247895176,0.0853520242518454,0.0800884635610389,0.064431349234422,0.0532910232338863,0.0424695087616753,0.0354295925179857,0.0362739675973778,0.029582938498881,-0.3739019051671767,-0.4338216871344388,-0.4197650619061575,-0.3737701514642518,-0.3247971886984713,-0.2769516585664308,-0.238745747718715,-0.2090381776653561,-0.1850134012277277,1,3,do_mean,tmmx,01472119
1d,NA,0.0774216264195527,2,0.06055174856564,0.0479257490911933,0.0595463716645085,0.0774216264195527,0.0746255203323689,0.0691415892025456,0.0697835106144736,0.0685513634187071,0.0674327319633942,0.0662295978997787,0.0358516013143497,0.0480584982422153,0.06055174856564,0.0532233591830164,0.0444072953419887,0.0353966166947175,0.0293895931394528,0.0265505253942483,0.0259395933798002,-0.1303434004727143,-0.2730639798406428,-0.3388735518318002,-0.3344325404984851,-0.3035947429515939,-0.2680428343090131,-0.230393595681602,-0.2038678795198889,-0.1843353364130905,2,3,do_max,tmmx,01472119
1d,NA,0.072575838740109,7,0.0456377310728969,0.0378676022572615,0.0309868464340353,0.0394008918435944,0.0470822667053721,0.0591292413808491,0.0635935595577127,0.0691274762183783,0.072575838740109,0.0708899059688671,0.0456377310728969,0.0397546731785639,0.0336503804480902,0.0293066906780923,0.0296927825965738,0.0293174753040341,0.0301358717205311,0.0315074839498421,0.0335175811329907,-0.1167923089765746,-0.0988055969755922,-0.0505244443141004,-0.0100224088103811,0.0165742837815513,0.0369430998551446,0.0508261792033609,0.0621822282033273,0.0703659621633876,0,3,do_min,tmmx,01473499
1d,NA,0.0717850877314498,8,0.0402320478223819,0.0348941641716415,0.0308849607926463,0.0397845433668398,0.0462992993264236,0.0602876095472241,0.060982164051702,0.0713464007574908,0.0696441932102771,0.0717850877314498,0.0402320478223819,0.0366282690360231,0.0313956057597828,0.0288662656230927,0.0289427466475994,0.0281447577082969,0.027647263530025,0.0310538920334435,0.0321349943527436,-0.1060958632799491,-0.0876453197704271,-0.0418426140586922,-0.0038251828251997,0.0207673523497696,0.0396892899861564,0.051713386325516,0.0624526689827299,0.0706694407174914,0,3,do_mean,tmmx,01473499
1d,NA,0.0645658493453399,8,0.0535680154417053,0.0349740397739007,0.026442999274348,0.0334181018862284,0.0408950700308322,0.0503832544770692,0.0516298285415639,0.057751599898567,0.0595065739361123,0.0645658493453399,0.0535680154417053,0.0454861276311858,0.0326628999956025,0.0280676859152918,0.0256059445754839,0.0247940910662225,0.0253614765834834,0.0281008272422235,0.0283074325016151,-0.0873082857090528,-0.0644767095469428,-0.0226804048581039,0.0096599464038028,0.0294061477064236,0.0452477396563981,0.0534027185842426,0.0625261853061487,0.0717127973474442,0,3,do_max,tmmx,01473499
1d,1.1299911893976933,0.0552911159449271,7,0.109463992861055,0.0338589118493842,0.0408706296499617,0.0528800107829901,0.0550718570263748,0.0546644720418812,0.0534900233818724,0.050563056670655,0.0552911159449271,0.0534953594351268,0.1017271202993275,0.109463992861055,0.0777632965113845,0.0519413378108787,0.0355895920035137,0.0290819204765565,0.0223484247449338,0.0237135216893268,0.0199483780966829,-0.4968662428918463,-0.5140833429721432,-0.4349821441956719,-0.3397446114786271,-0.2595496982863682,-0.1947393532060607,-0.1508127980431503,-0.1219557134671641,-0.0990150722072431,1,3,do_min,tmmx,01473500
1d,1.1987313891336049,0.0619640265449326,7,0.0847602378695435,0.0321202621781426,0.0470347871055544,0.0533350420623633,0.0571304821415598,0.0545806565192814,0.0529398514712991,0.0539469595472829,0.0619640265449326,0.0618391079462036,0.0687816320010919,0.0847602378695435,0.0669455352915157,0.045673185313549,0.0322482468832729,0.025980911040279,0.0225209722706829,0.0233406753665665,0.01951344407177,-0.3931667832992505,-0.4435229120846265,-0.3914051302712469,-0.3101336656413187,-0.2368071739242116,-0.1768498255130956,-0.1326165171218447,-0.1020847106424772,-0.0780799139414619,1,3,do_mean,tmmx,01473500
1d,1.5867966484666598,0.0699130959512907,2,0.0560113365816794,0.0437126212219468,0.058816548039102703,0.0699130959512907,0.0638463013215671,0.0599628810205434,0.0589727626932391,0.0552461812525267,0.0569542538404741,0.061667728633258,0.0396707531906972,0.0560113365816794,0.0503193664794001,0.0372003903808823,0.0300112321398209,0.0216806141032295,0.0192760118936631,0.0181887915780364,0.0188120053984071,-0.1849993449872774,-0.3048686624846592,-0.3161648612982504,-0.2683766662476957,-0.2087633443527124,-0.1585865061774362,-0.114159483028003,-0.0841208344178064,-0.0654768195196198,1,3,do_max,tmmx,01473500
1d,NA,0.0650135887808599,8,0.0471702615359059,0.0286501159708776,0.0246570245448364,0.0341198831774327,0.0406162308557964,0.0472165815544785,0.0510075517870923,0.0575377286087781,0.0623600852731932,0.0650135887808599,0.0471702615359059,0.0438763295287914,0.0340832921166859,0.0287820445790007,0.025954021332881,0.023536778037344,0.025602898054886,0.0276536599534462,0.0270194173720475,-0.0710834477039843,-0.053038480525178,-0.0120175554338981,0.0289408984601697,0.0521307893469493,0.0670931745907048,0.0747106863204304,0.0808718894329998,0.085354847900634,0,3,do_min,tmmx,01473675
1d,NA,0.0669881185031661,8,0.0430676092962416,0.0267317504295948,0.0211898884322077,0.0303562619084617,0.04025303810974,0.046255164832977,0.0497618785084213,0.057441787733954,0.060523371185158,0.0669881185031661,0.0430676092962416,0.037525747298855,0.0283197371215187,0.0272738816639093,0.0252937124220127,0.0246704714960413,0.026248614053403,0.026621998673539,0.0268276984012354,-0.057692819225689,-0.035709196368072,0.0047307146720103,0.0432551205865484,0.0635637905444015,0.0761499004180856,0.0824760345078002,0.0881024890731174,0.0918884150820131,0,3,do_mean,tmmx,01473675
1d,NA,0.0577638797474329,8,0.0462826695424598,0.0312951919384608,0.0254297551038814,0.0321217800602704,0.0387481439081634,0.0468765651637053,0.0461064015980934,0.0489580172321018,0.0553675989908947,0.0577638797474329,0.0462826695424598,0.0404172327078804,0.0328760001526333,0.0272305499154831,0.0244615806858248,0.0232274172898439,0.0269583359846282,0.0271008870345625,0.0276682611201854,-0.0453587410392431,-0.0160886179748204,0.0229239024261739,0.0575464431167932,0.0743819746244464,0.0847903711367939,0.0878409713157858,0.0914376336446512,0.0957595891979317,0,3,do_max,tmmx,01473675
1d,NA,0.0597221152204298,7,0.1135533154388198,0.0365696440879034,0.0430114508992079,0.0495947457643665,0.0568690546308248,0.049503997058387,0.0536645626730548,0.0557578916449505,0.0597221152204298,0.0567324707141092,0.1065830969455404,0.1135533154388198,0.0802772793167301,0.0509948939009716,0.0342425614331278,0.027133044188433,0.0218130639587887,0.0220289557225045,0.0199179751282898,-0.5048014321486346,-0.5032634104966441,-0.4247007385155442,-0.3342672384363372,-0.2621997875691845,-0.2011504598436713,-0.1595756134002715,-0.1346457993555246,-0.1167035467609572,1,3,do_min,tmmx,01473780
1d,NA,0.0607033056398258,7,0.1016395390273941,0.0354747315450348,0.0506256936122152,0.0597114781114469,0.0593331376183823,0.0544837577089278,0.0572392542315325,0.0555649784530361,0.0607033056398258,0.0552635862296318,0.0855763043082434,0.1016395390273941,0.0855929871427057,0.0606342245700042,0.0423094018176435,0.0331852466751211,0.0248488539733771,0.0235707121584162,0.0195454514450015,-0.4303758147010537,-0.468223568270066,-0.4217727827428325,-0.3474277180171259,-0.2815625746858253,-0.2245274426467366,-0.1806640230204257,-0.1512765622402868,-0.1300190007187306,1,3,do_mean,tmmx,01473780
1d,NA,0.0754137792214202,2,0.0692404052743997,0.0401321690162911,0.0604240263764176,0.0754137792214202,0.0700461920668928,0.0666845238819278,0.0673269655896811,0.065258444058586,0.0680564821334969,0.0644695356427526,0.0471030911551577,0.0679949766787126,0.0692404052743997,0.0529052892511233,0.0412039274301899,0.0344766222672499,0.0270480649997079,0.0240595784368239,0.023982332616032,-0.2536623834325531,-0.367252246000422,-0.3823177785176203,-0.3385411069660595,-0.283189262018255,-0.2332017440174441,-0.1871085807745799,-0.1566512271608974,-0.1397109865468473,2,3,do_max,tmmx,01473780
1d,NA,0.1035474270099728,0,0.1698781910577257,0.1035474270099728,0.0483930176277023,0.0466954211591126,0.0450262566218773,0.0406814897732429,0.0399104580197657,0.0382187660099386,0.0394015511204352,0.0437371181479764,0.1698781910577257,0.1146072479064277,0.0566971359731442,0.0317016382480652,0.0179050894058483,0.0137732151316531,0.0125722458727754,0.0123418916738967,0.0136279398675396,-0.6190819532840287,-0.5223981283126357,-0.3566348831563675,-0.2347265723507439,-0.1619944712753546,-0.105328114146779,-0.0836901953778472,-0.0780693757905933,-0.0676812677880227,0,3,do_min,tmmx,01474500
1d,NA,0.0791149893524018,0,0.0374337190621082,0.0791149893524018,0.063489530816797,0.06207144545241,0.0575681388058455,0.0552225835607787,0.0599986663096485,0.0573632149126371,0.0561029046453242,0.0567053234078346,0.0374337190621082,0.0213961491545382,0.0140336689666587,0.0109173667599407,0.0121250644388189,0.0098077150770219,0.0099704517786841,0.0109357280114357,0.0079887330316602,-0.10225841893962,-0.0535558433674596,-0.027408684239596,-0.0185757655747594,-0.034258685143282,-0.0458862909123995,-0.0691123432116725,-0.0689216721830354,-0.063226246433797,0,3,do_mean,tmmx,01474500
1d,NA,0.0985861902789064,0,0.0831567772907237,0.0985861902789064,0.0604972017015459,0.0512016966285839,0.0531216968029545,0.0526638923900722,0.0472065324297222,0.0493143975477654,0.0477102490300637,0.0452394251274683,0.0831567772907237,0.0449346077819465,0.0231228777565298,0.0153038555669177,0.0141811538214658,0.0091585291281936,0.0102723412235597,0.0102691055408387,0.0107939357482802,-0.4715506052216544,-0.331758562763271,-0.2057363668878389,-0.123117053118797,-0.096686847010591,-0.0829893131152377,-0.0926741982880573,-0.0999397211990484,-0.0954083059072764,0,3,do_max,tmmx,01474500
1d,NA,0.0663776031771857,0,0.1444320224816305,0.0663776031771857,0.054730222315805,0.0639726146551857,0.0594622580276219,0.0542486065382996,0.0515765716695304,0.0531970726524392,0.0508824804119367,0.0481977717773024,0.1444320224816305,0.1331118350285381,0.0768434476497254,0.0465438144533007,0.0332244988481669,0.0286567273971572,0.0238596606906536,0.0215474892547167,0.0161392057243365,-0.6277846789887089,-0.5979111799647047,-0.4404071149577726,-0.3121632866504836,-0.2438578071383468,-0.2005978091529914,-0.1874063926450957,-0.1696472048791725,-0.1417477594061832,0,3,do_min,tmmx,01475530
1d,NA,0.0841304869425167,0,0.1634281220839105,0.0841304869425167,0.0472858150316583,0.0515492498056376,0.0527102827569151,0.0508523885756196,0.0511348555281063,0.0518983506220073,0.0545103891240057,0.0515756400730329,0.1634281220839105,0.1265834501730524,0.0662928468668205,0.0391873176732832,0.0306744281863316,0.0254464206213462,0.0228648937568626,0.0214595089869224,0.0157422088306744,-0.6453744991146293,-0.5756895728596721,-0.4076080007397911,-0.2791759377457052,-0.2156114002100689,-0.176350723317415,-0.1706122771655794,-0.1573708177542842,-0.1276070611763589,0,3,do_mean,tmmx,01475530
1d,NA,0.0990306300422042,0,0.1644510998496472,0.0990306300422042,0.0502907359918043,0.0496291396247716,0.047929822994224,0.0496926375387545,0.0483843717754388,0.0488998013794872,0.0523860821523637,0.0482224193589386,0.1644510998496472,0.116010985928018,0.0594284087551472,0.0349014529503274,0.027076458637156,0.0225261058775157,0.0200841322231337,0.0195533046704035,0.0138384330558155,-0.6655650257280922,-0.5628634777208277,-0.3835277531045003,-0.253813085168436,-0.1919665582410431,-0.1535158639056919,-0.1501021899037683,-0.140354013408042,-0.1116934146879135,0,3,do_max,tmmx,01475530
1d,NA,0.1276926482620329,0,0.1472911004303919,0.1276926482620329,0.0615159130194598,0.0620575508925608,0.0578663769043212,0.0633321309991055,0.0613156022842086,0.0599212550234587,0.0590334222710622,0.0570747472068926,0.1472911004303919,0.0811143651878185,0.0373584027220364,0.0226116622626471,0.0226757387148553,0.0186726956896058,0.0182053199009752,0.0152706580174086,0.0133929410427384,-0.5228527215512861,-0.4068693133229599,-0.2359639427165039,-0.1525277277206025,-0.1250474493698452,-0.1049065830911912,-0.1151419186460528,-0.1121474276875099,-0.0802572230287448,0,3,do_min,tmmx,01475548
1d,NA,0.1254932656848192,0,0.1292908033525301,0.1254932656848192,0.0530585947547124,0.0554757770872962,0.0523788546174721,0.0493406927015321,0.0482945389817389,0.0502064479702583,0.0462357990703973,0.0512640668011724,0.1292908033525301,0.056856132422423,0.027514662223892,0.0182622416152298,0.0143492587107557,0.0097426209847849,0.0107934753020347,0.011737380734965,0.0098581348213422,-0.5165652748117385,-0.3262581896892073,-0.1591247833079478,-0.087769147187028,-0.0711747040815748,-0.0545412261377706,-0.0736807865454577,-0.0779794533644318,-0.04335192610678,0,3,do_mean,tmmx,01475548
1d,NA,0.1267929332362409,0,0.1216870150360492,0.1267929332362409,0.0600913752311183,0.0591672947927837,0.054897806779578,0.05393979396609,0.0546117461747308,0.0535929503103436,0.0489173735558396,0.0522550261655651,0.1216870150360492,0.0549854570309266,0.0260112874433485,0.018985585699337,0.0163791438414546,0.0127011799763134,0.0126247984103782,0.0118757299947509,0.0125977211171791,-0.4647406073607527,-0.2865231695078695,-0.1327412770741385,-0.0730458039630369,-0.0606358062668486,-0.0482990188312784,-0.0701193836895164,-0.0758154795624534,-0.0434485500242532,0,3,do_max,tmmx,01475548
1d,0.8999571667088487,0.0556241630503327,8,0.1357199168566602,0.0434643249660217,0.0441081732030163,0.0517315267853901,0.0500270041404938,0.0528467416577332,0.0543326479662565,0.0475939570610164,0.0541031608589871,0.0556241630503327,0.1346347769855865,0.1357199168566602,0.1036445769720807,0.0662438346965844,0.0487740961863358,0.0369964588281891,0.0275940082090876,0.0290048347120537,0.0285053641586267,-0.562289981259649,-0.5679889791746024,-0.4824449969239654,-0.377738150509502,-0.2993315392285936,-0.2353889256535029,-0.1907456567173322,-0.1658397797109448,-0.1444347775892127,1,3,do_min,tmmx,01480617
1d,0.7304419824257609,0.0574030014553983,2,0.1259632005525397,0.0268084188563615,0.0481113356734586,0.0574030014553983,0.0549184085922293,0.0560889881807147,0.0534007857751943,0.0525102161977616,0.0566707176140874,0.0525324571873529,0.1038479742535228,0.1259632005525397,0.1030388103970018,0.0694844880910327,0.0520755265874245,0.0417923443519774,0.0309748118264178,0.0302548754661156,0.028114880145767,-0.5049672585001697,-0.5506483403306818,-0.4897941995266348,-0.3956723102808395,-0.3186558287875639,-0.2570348848646313,-0.2104678521439662,-0.1835592292232667,-0.1639085527923025,1,3,do_mean,tmmx,01480617
1d,1.011503585403913,0.0790111081912313,2,0.09135088786373,0.0343669340294616,0.0717700603088775,0.0790111081912313,0.0679782469093285,0.0632977236456078,0.0665358731341361,0.0624560790265466,0.0661370267335135,0.0635663712306767,0.0528723778081174,0.09135088786373,0.0907064253850272,0.0674726868891688,0.0517392548619882,0.0455770564158612,0.0366482001740757,0.0344632311543954,0.0334580134048397,-0.3510389270322322,-0.4788309694504694,-0.4777491878652594,-0.4122398368419507,-0.3424719308790158,-0.2886703465458757,-0.240521670759539,-0.2095967804099975,-0.1930678862786798,1,3,do_max,tmmx,01480617
1d,0.9188529314807636,0.0568991922961537,8,0.0808549287742936,0.0306120323624648,0.034814088263391,0.0439944640917284,0.0467945497922013,0.0516749216597259,0.054489721795176,0.054078616052958,0.0557139905733415,0.0568991922961537,0.0760810937121354,0.0808549287742936,0.072009106947523,0.0608425695642325,0.050882495289377,0.0446530566299549,0.037323408373415,0.0367897007700863,0.0339893457121635,-0.4070419675253169,-0.4313177185285581,-0.4142046808381424,-0.3737204402269339,-0.3352422983411209,-0.2953261813330485,-0.2657524128610647,-0.2444499103109113,-0.2199413767641358,1,3,do_min,tmmx,01480870
1d,0.7410833548688007,0.0617911762707213,8,0.0642387059038108,0.0276371571977669,0.0432599526371432,0.0524466947213101,0.0530309770531536,0.0576229565498334,0.0595096543128827,0.0596070108715514,0.0581812785423073,0.0617911762707213,0.0459155450733403,0.0620094950924571,0.0642387059038108,0.0551263239327074,0.0465247573007842,0.0406704921136772,0.0378230271867168,0.0355059017069366,0.0325952849481032,-0.3152033790409339,-0.3837873198077708,-0.3965321843509733,-0.3703281843309456,-0.3348000588573339,-0.2999191520982826,-0.2714708073861248,-0.2497415748486008,-0.2281833075504216,2,3,do_mean,tmmx,01480870
1d,1.0859971780140505,0.0924750957657669,2,0.0441551271769059,0.0632013088154895,0.0678538961330743,0.0924750957657669,0.086811575925989,0.0842765653699084,0.0810139757472254,0.0793743463039923,0.0720312103586326,0.0702291709750146,0.0265604456337826,0.0318366697128889,0.0440318106133057,0.0441551271769059,0.0402319747694734,0.0337431344770204,0.0313998657559297,0.0287499293912564,0.0272358280183098,-0.0232142757383636,-0.195594383601053,-0.2960958079149867,-0.320123416535434,-0.30256180985976727,-0.2839821507677124,-0.2574083005128864,-0.2313145776346585,-0.2143783849417359,3,3,do_max,tmmx,01480870
1d,0.7481883786593015,0.0564313737200879,8,0.1039995281473121,0.0285031248840609,0.0410261955170183,0.047435747509132,0.0489953485065855,0.0524665291402686,0.0542240647914688,0.0526150982137533,0.0560186046922199,0.0564313737200879,0.0909820064668996,0.1039995281473121,0.082612595624894,0.0586905951231287,0.0448485142338395,0.0374670570550866,0.0296231468903805,0.0268191540079824,0.025540503962976,-0.4544671018745107,-0.481157348757864,-0.4389974147328524,-0.3699336894902502,-0.3106027918878791,-0.2532934447055595,-0.2116710662747021,-0.1852917420688501,-0.1569581161592338,1,3,do_min,tmmx,01481000
1d,0.7092734604423953,0.0621205038370546,7,0.0827855418967579,0.0263095249089981,0.0468130002634241,0.058076517994548,0.055748353181005,0.0597025700579372,0.0537941380707537,0.0584345680962826,0.0621205038370546,0.0587537600193944,0.0613120263274967,0.0827855418967579,0.078135016181564,0.0585899932424306,0.0460630196293228,0.0365867521718425,0.0299972585954819,0.0294792390059462,0.0268701720050471,-0.3683470535601787,-0.4384338460322373,-0.4296712364580097,-0.375748569533282,-0.3195793660673221,-0.2654728515491871,-0.2215295727824703,-0.1913548806426917,-0.1642601311964825,1,3,do_mean,tmmx,01481000
1d,0.9953936126219198,0.0827005957746599,2,0.0493078943199696,0.0581466726795931,0.0703362138459603,0.0827005957746599,0.0812429026303265,0.0736651946783424,0.071913268590054,0.064841221892114,0.0621567478282737,0.0633216846484288,0.0247782571185063,0.0375282283767791,0.0493078943199696,0.0453006196611681,0.0352950370118847,0.0284509775588258,0.0224439739812353,0.0212921397517133,0.0215320334962634,-0.0645688960023979,-0.239023977927219,-0.3264683084564526,-0.3243980500611081,-0.2870043183598829,-0.2482525476086336,-0.2045306721117798,-0.1686780399400429,-0.1476693290364749,2,3,do_max,tmmx,01481000
1d,0.8908427273165834,0.0555423725000245,7,0.1299821085511072,0.0400667652027736,0.043916192487771497,0.0513105425707574,0.0528061734396378,0.0499959378161948,0.0517138017163662,0.0522524045277614,0.0555423725000245,0.0548195416903231,0.1261186244635787,0.1299821085511072,0.0921274231595733,0.0632443657286649,0.0430193036414101,0.034295993488704,0.0289976775567697,0.0279978325861427,0.0271193040427366,-0.5514959161100805,-0.5629209163029254,-0.4795317821292122,-0.3788436528792111,-0.30391139587385,-0.2411590554662603,-0.2009096694557322,-0.1781379987347547,-0.1533337512257361,1,3,do_min,tmmx,01481500
1d,0.678610962190738,0.0604815264452441,5,0.1112109898495188,0.0249174295488428,0.0480599399698008,0.0585012332952987,0.0549618062456366,0.0604509585387336,0.0604815264452441,0.054807881047986,0.057509811977958,0.057208007451487,0.0877967519660503,0.1112109898495188,0.0920022055220222,0.0621439957065988,0.0494014232486335,0.038091258393397,0.0305857439609258,0.0290630179818841,0.0253742154840489,-0.483648213382569,-0.5355050853853944,-0.4819707213360124,-0.3967579786167127,-0.3268513158580808,-0.2692257974484807,-0.2306962192597524,-0.2066712542714173,-0.1820401909502246,1,3,do_mean,tmmx,01481500
1d,0.7599972326031587,0.0786241000209597,2,0.0807030794409209,0.0355237550498604,0.0650849654797316,0.0786241000209597,0.0682728572483769,0.0674186090409522,0.0654893969035272,0.0645960242765605,0.0667248632710674,0.0656615689799795,0.0489097682214618,0.0792783006060512,0.0807030794409209,0.0590931536664214,0.0485984241462099,0.0399375173904349,0.0337860337152995,0.0320097927300383,0.0316723800725655,-0.3143746420362671,-0.4457614753421652,-0.4548698204376218,-0.4005632001729981,-0.3406234960481146,-0.2958548440235529,-0.2595873178294009,-0.2337109689362515,-0.2145992185965052,2,3,do_max,tmmx,01481500
1e,NA,0.0951180899197567,0,0.0847426531748319,0.0951180899197567,0.0565421969763042,0.0612990130401163,0.060177790077072,0.0562251383397686,0.0564933098203877,0.0564952145936282,0.0576253460621304,0.0566257277040317,0.0847426531748319,0.0458017554584206,0.0331159322417254,0.0219719081433598,0.0187126166305966,0.0146944835913823,0.0131417150162534,0.0126903394922347,0.0138227575972739,-0.0653701357888081,-0.1717292317241674,-0.1951019594550219,-0.1679184356747998,-0.1184707052952765,-0.0897392591506316,-0.0627339505386002,-0.0433103561658354,-0.0351877814014906,0,0,do_min,tmmx,01466500
1e,NA,0.0985582009914866,0,0.0882308040757494,0.0985582009914866,0.0600159379770095,0.0659589150488148,0.0619730633237977,0.065652447990464,0.0614843975709455,0.0614727981670975,0.0608938845732687,0.0577711579458595,0.0882308040757494,0.049688541061272,0.0346447357888817,0.0230722600048888,0.0184964020297573,0.0148566222160154,0.0126866894606118,0.0137141389003225,0.0144406295824038,-0.1043300249652633,-0.2041948309699194,-0.2079331430460781,-0.1702721348875895,-0.1177221713650923,-0.0884491663928055,-0.0600031550991929,-0.0403701175198151,-0.0373177078974609,0,0,do_mean,tmmx,01466500
1e,NA,0.1047004774574892,0,0.1066533877566641,0.1047004774574892,0.0555423628939692,0.0572440864204707,0.0618935630567829,0.0565341483313157,0.0568833481587651,0.0587205684790949,0.0547936178305871,0.0566644110611342,0.1066533877566641,0.0574952731931437,0.0416438657289769,0.03167519611731,0.0217135467548452,0.0226941245313259,0.0201071668277815,0.0178129597612982,0.0190465331694512,-0.3504135701264992,-0.26369449342047657,-0.2184735671366249,-0.1547637573701271,-0.1026824597594661,-0.0728638087930537,-0.051971107939143,-0.0458274460477802,-0.0415515141187407,0,0,do_max,tmmx,01466500
1e,0.9701741994222076,0.0623545486224766,2,0.0692058741236791,0.0524677542713002,0.0621095430137828,0.0623545486224766,0.0534280522989228,0.0520123694612853,0.0506497068534033,0.0541606882568655,0.0561674239599534,0.0532098193636024,0.0594072753175976,0.0692058741236791,0.0443761027178607,0.0228685080620202,0.0170620766514044,0.012733560017142,0.0114763377483376,0.0119133101508098,0.0064661165446661,0.0018713873189468,0.0523586182768554,0.0296406182838678,-0.0171327593083477,-0.0366849838428173,-0.0225657113868577,-0.0023608744886224,0.0112273490560736,0.020589783383524,1,0,do_min,tmmx,01472104
1e,1.2428647111469344,0.0716572260682751,1,0.0786868733535044,0.0564406019037911,0.0716572260682751,0.0653202384596744,0.0605248368923266,0.0590064263131226,0.0559992859611036,0.0556804887097904,0.0575302871551544,0.0561060732894119,0.0632911655718227,0.0786868733535044,0.0493167018386325,0.0274228101631117,0.0223074098308275,0.0160544081741435,0.0124212626502525,0.012553100340538,0.0087211252771923,0.1075961138977291,0.1593011941025504,0.1122978622289219,0.0417254704092846,0.0051743080450508,0.0071168947022234004,0.0225236249377078,0.034839059228736,0.043142106933092,1,0,do_mean,tmmx,01472104
