date,rmse,nse,rmse_top10,rmse_bot10,rmse_logged,mean_bias,mean_bias_top10,mean_bias_bot10,nse_top10,nse_bot10,nse_logged,kge,variable,partition,nstates,rep_id,nepochs,model_id
8,24.251387,-159.063601,27.9033,21.507176,3.070585,-24.175374,-27.887793,-21.501767,-916.140853,-2603.132702,-1698.950926,-0.658127,temp.water,val,10,7,100,1a_multitask_do_gpp_er
9,20.952052,-59.872508,25.644372,16.27308,2.833527,-20.770356,-25.639755,-16.237354,-2882.648026,-203.55872,-532.343709,-0.848961,temp.water,val,10,7,100,1a_multitask_do_gpp_er
10,13.510094,-28.20817,17.975456,9.176757,2.25958,-13.262665,-17.923326,-9.15312,-184.775785,-273.738484,-178.056365,-0.728491,temp.water,val,10,7,100,1a_multitask_do_gpp_er
11,7.793991,-7.545391,12.054004,2.51733,1.628092,-7.255503,-12.006366,-2.379229,-180.938581,-9.287828,-24.373115,-0.939576,temp.water,val,10,7,100,1a_multitask_do_gpp_er
12,5.77319,-8.390928,8.322482,1.803441,1.360801,-5.388441,-8.318576,-1.748707,-14877.720797,-16.74445,-21.573748,-0.987313,temp.water,val,10,7,100,1a_multitask_do_gpp_er
1,0.885048,0.205272,1.683332,0.589199,0.064671,-0.528528,-1.64914,0.243098,-211.520475,-5.954614,0.224077,0.50187,do_min,val_times,10,7,100,1a_multitask_do_gpp_er
2,0.648521,0.692093,0.994047,1.012515,0.053576,-0.108546,-0.942688,0.555907,-6.423274,-2.237888,0.698028,0.773064,do_min,val_times,10,7,100,1a_multitask_do_gpp_er
3,2.589493,-4.26211,1.167506,4.823628,0.80167,-0.647516,-0.757641,-2.454192,-3.36743,-48.836432,-62.465086,-0.722208,do_min,val_times,10,7,100,1a_multitask_do_gpp_er
4,2.271847,-2.566165,0.50634,4.349781,0.715574,-0.519889,0.066485,-2.016345,-0.836956,-83.025398,-29.542344,-0.371499,do_min,val_times,10,7,100,1a_multitask_do_gpp_er
5,2.181385,-3.182316,0.943585,2.840904,0.672854,-0.688796,-0.708418,0.022637,-13.860991,-17.128178,-23.21613,-0.289422,do_min,val_times,10,7,100,1a_multitask_do_gpp_er
6,1.923981,-3.335547,1.041118,2.431329,0.62657,-0.472269,-0.99027,0.126257,-23.864263,-16.396804,-21.260367,-0.283331,do_min,val_times,10,7,100,1a_multitask_do_gpp_er
7,1.791413,-3.127375,0.758699,2.112704,0.598201,-0.24791,-0.705754,0.837982,-12.944834,-5.987729,-16.054515,-0.283946,do_min,val_times,10,7,100,1a_multitask_do_gpp_er
8,1.78114,-3.809025,0.841017,2.434322,0.606871,-0.361073,-0.795465,0.173252,-19.937032,-15.792554,-23.035574,-0.425223,do_min,val_times,10,7,100,1a_multitask_do_gpp_er
9,1.805944,-2.094784,1.088746,3.023961,0.629263,-0.418515,-1.031123,-0.4269,-22.577679,-11.938078,-16.737129,-0.080699,do_min,val_times,10,7,100,1a_multitask_do_gpp_er
10,2.628944,-6.389957,1.358784,3.334471,0.804002,-0.474938,0.081096,-0.649854,-24.46954,-41.236161,-52.796398,-0.972028,do_min,val_times,10,7,100,1a_multitask_do_gpp_er
11,3.08693,-6.995276,2.285421,3.950757,0.96929,-0.557623,-0.618842,-0.64196,-76.484519,-69.799173,-85.076822,-1.071561,do_min,val_times,10,7,100,1a_multitask_do_gpp_er
12,3.030453,-5.41973,1.122228,4.861844,1.101862,-0.866251,-0.944566,-1.880173,-3.326275,-169.791375,-122.095515,-0.755917,do_min,val_times,10,7,100,1a_multitask_do_gpp_er
1,0.775387,0.368945,1.39735,0.670669,0.055536,-0.344042,-1.353163,0.519527,-789.798262,-19.018453,0.384015,0.516388,do_mean,val_times,10,7,100,1a_multitask_do_gpp_er
2,0.611106,0.586066,0.804399,1.000327,0.04844,-0.039476,-0.763289,0.133957,-6.612441,-5.262073,0.56878,0.785753,do_mean,val_times,10,7,100,1a_multitask_do_gpp_er
3,3.029848,-8.454088,2.286012,4.743195,0.769194,-0.943819,-1.293801,-2.067697,-16.063299,-236.07369,-95.243052,-1.256128,do_mean,val_times,10,7,100,1a_multitask_do_gpp_er
4,2.786685,-3.542485,3.350634,4.787234,0.711428,-1.048046,-1.864381,-2.174833,-33.302548,-118.989893,-33.204565,-0.350292,do_mean,val_times,10,7,100,1a_multitask_do_gpp_er
5,2.386023,-5.398558,1.163931,3.393929,0.653785,-0.709251,-0.814247,-0.66466,-10.919202,-42.038154,-37.200944,-0.729538,do_mean,val_times,10,7,100,1a_multitask_do_gpp_er
6,2.13152,-7.35284,0.877999,2.498424,0.616471,-0.570745,-0.790102,0.057118,-15.00615,-27.206562,-44.5362,-0.999355,do_mean,val_times,10,7,100,1a_multitask_do_gpp_er
7,2.020346,-8.08322,1.166474,2.582313,0.597393,-0.259756,-0.538764,0.261844,-101.087334,-35.417499,-42.28343,-1.181034,do_mean,val_times,10,7,100,1a_multitask_do_gpp_er
8,1.987336,-10.555705,2.011902,3.065964,0.596135,-0.334624,-0.798658,-0.660617,-177.136393,-43.194211,-60.770878,-1.569151,do_mean,val_times,10,7,100,1a_multitask_do_gpp_er
9,1.99447,-5.606037,0.808054,3.584416,0.611424,-0.489748,-0.698763,-1.437418,-21.664492,-19.78603,-36.694416,-0.874731,do_mean,val_times,10,7,100,1a_multitask_do_gpp_er
10,2.818121,-8.44965,3.770377,3.328763,0.759124,-0.443045,-1.010314,-0.610101,-338.170081,-68.874962,-62.186582,-1.281742,do_mean,val_times,10,7,100,1a_multitask_do_gpp_er
11,3.236563,-9.214109,2.306133,4.262057,0.887025,-0.562946,-0.546392,-0.889263,-92.126122,-120.572418,-94.098816,-1.426129,do_mean,val_times,10,7,100,1a_multitask_do_gpp_er
12,3.134093,-6.168912,0.977454,4.528508,0.944603,-0.751845,-0.81794,-1.319506,-3.253625,-165.010258,-100.621256,-0.906819,do_mean,val_times,10,7,100,1a_multitask_do_gpp_er
1,0.736335,0.452539,1.173139,0.849513,0.051857,-0.121903,-1.108789,0.769343,-58.692951,-34.376062,0.459399,0.48057,do_max,val_times,10,7,100,1a_multitask_do_gpp_er
2,0.884202,0.068843,1.529084,0.95116,0.066292,0.021106,-1.175664,0.747281,-24.394495,-10.945932,0.033314,0.453598,do_max,val_times,10,7,100,1a_multitask_do_gpp_er
3,3.7655,-7.2999,5.420156,2.468887,0.759531,-1.359454,-3.860022,0.258985,-64.185555,-43.384682,-63.628612,-0.799351,do_max,val_times,10,7,100,1a_multitask_do_gpp_er
4,3.797131,-2.322916,7.46115,3.708865,0.718645,-1.659936,-6.011507,-0.356232,-43.043463,-58.459533,-18.318032,0.035484,do_max,val_times,10,7,100,1a_multitask_do_gpp_er
5,2.769633,-4.07323,2.482038,2.919151,0.636039,-0.53706,-1.948113,0.582759,-3.157113,-45.758032,-28.424957,-0.435776,do_max,val_times,10,7,100,1a_multitask_do_gpp_er
6,2.516873,-5.110831,2.88122,2.86209,0.608026,-0.558649,-2.189086,0.473152,-40.014986,-39.88052,-30.997698,-0.589391,do_max,val_times,10,7,100,1a_multitask_do_gpp_er
7,2.477106,-5.407105,4.415135,2.794829,0.604641,-0.214718,-2.842512,0.962422,-186.496432,-80.206869,-28.210676,-0.662427,do_max,val_times,10,7,100,1a_multitask_do_gpp_er
8,2.446834,-8.509267,4.761564,2.878318,0.599826,-0.295333,-2.834686,0.294524,-290.864235,-43.242675,-44.342026,-1.138734,do_max,val_times,10,7,100,1a_multitask_do_gpp_er
9,2.476667,-6.724692,4.106638,3.150049,0.610629,-0.550148,-2.407969,-0.216423,-388.570404,-17.91163,-38.544354,-0.906532,do_max,val_times,10,7,100,1a_multitask_do_gpp_er
10,3.212072,-6.70526,6.207982,3.005073,0.730037,-0.419403,-3.486865,0.36985,-156.718822,-55.078459,-43.9225,-0.899404,do_max,val_times,10,7,100,1a_multitask_do_gpp_er
11,3.477217,-7.028096,1.670447,4.385728,0.834364,-0.679242,-1.471375,-0.18913,-11.322614,-105.516037,-67.342872,-1.020087,do_max,val_times,10,7,100,1a_multitask_do_gpp_er
12,3.356887,-5.209157,1.734979,4.307527,0.887999,-0.703695,-1.58293,-0.56534,-25.799185,-200.472274,-74.086681,-0.685782,do_max,val_times,10,7,100,1a_multitask_do_gpp_er
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,val_times,10,7,100,1a_multitask_do_gpp_er
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,val_times,10,7,100,1a_multitask_do_gpp_er
3,2.397299,0.200042,4.91909,2.198772,0.858404,-0.666291,-4.831515,2.044453,-25.028782,-40.797655,0.233549,0.183361,GPP,val_times,10,7,100,1a_multitask_do_gpp_er
4,6.10936,-0.618528,14.848689,1.148547,0.80676,-4.362851,-14.451468,0.647603,-16.581826,-1.044263,-0.51107,-0.037047,GPP,val_times,10,7,100,1a_multitask_do_gpp_er
5,1.971904,0.292086,3.596736,2.425555,0.887835,-0.350086,-3.533077,2.347674,-33.302301,-130.547282,0.199105,0.241823,GPP,val_times,10,7,100,1a_multitask_do_gpp_er
6,1.525091,0.106328,2.726247,2.93118,0.65861,0.153895,-2.552787,2.852518,-10.522618,-17.780326,-0.004813,0.012215,GPP,val_times,10,7,100,1a_multitask_do_gpp_er
7,1.595865,-0.205156,1.837756,3.043858,0.659593,0.630078,-1.633844,3.011936,-10.272928,-112.028546,-0.213832,-0.135372,GPP,val_times,10,7,100,1a_multitask_do_gpp_er
8,1.473374,-0.509826,0.775497,3.048298,0.762872,0.951045,-0.719365,3.008542,-12.817106,-87.661354,-0.294435,0.038258,GPP,val_times,10,7,100,1a_multitask_do_gpp_er
9,1.342892,-0.464997,1.109762,2.30713,0.742671,0.924969,-0.724649,2.211871,-1.333194,-60.642446,-0.168199,0.251278,GPP,val_times,10,7,100,1a_multitask_do_gpp_er
10,1.673722,-1.959087,1.526566,1.879605,0.786276,1.25287,-0.634504,1.791767,-2.331172,-75.085404,-1.037643,-0.018245,GPP,val_times,10,7,100,1a_multitask_do_gpp_er
11,1.066056,-0.435597,0.494898,1.393926,0.597885,0.711821,-0.278679,1.356206,-5.079102,-23.809485,-0.14687,0.421069,GPP,val_times,10,7,100,1a_multitask_do_gpp_er
12,1.500244,-4.693694,0.417697,2.228644,1.000571,1.271093,0.108996,2.132002,-106.192994,-1278.260754,-1.644292,-0.187488,GPP,val_times,10,7,100,1a_multitask_do_gpp_er
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,val_times,10,7,100,1a_multitask_do_gpp_er
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,val_times,10,7,100,1a_multitask_do_gpp_er
3,1.578411,-0.009307,2.230411,1.740334,NA,-1.052497,-2.140271,1.650388,-213.987545,-12.325766,NA,0.278469,ER,val_times,10,7,100,1a_multitask_do_gpp_er
4,2.733212,0.053013,2.407084,6.519284,NA,1.202119,-2.263409,6.373772,-23.264585,-19.801354,NA,0.120128,ER,val_times,10,7,100,1a_multitask_do_gpp_er
5,2.290599,0.117213,2.761653,4.822288,NA,0.27751,-2.708916,4.617111,-68.970454,-24.630388,NA,0.059878,ER,val_times,10,7,100,1a_multitask_do_gpp_er
6,1.86133,0.013886,2.806544,4.443639,NA,0.207,-2.623672,3.873716,-7.896994,-3.385835,NA,-0.182516,ER,val_times,10,7,100,1a_multitask_do_gpp_er
7,2.015918,-0.1707,1.792338,5.045686,NA,0.49576,-1.73745,4.901212,-14.092955,-22.224525,NA,-0.446741,ER,val_times,10,7,100,1a_multitask_do_gpp_er
8,1.647018,-0.157795,2.882861,3.045597,NA,-0.390698,-2.724799,2.827821,-10.907616,-13.075681,NA,-0.344175,ER,val_times,10,7,100,1a_multitask_do_gpp_er
9,2.234187,-0.140804,2.562462,5.597714,NA,-0.083944,-2.418158,5.275174,-11.574501,-9.2242,NA,-0.381897,ER,val_times,10,7,100,1a_multitask_do_gpp_er
10,1.738752,-0.710593,2.380775,2.661071,NA,-0.6854,-2.313378,2.400028,-43.358485,-10.555408,NA,-0.205726,ER,val_times,10,7,100,1a_multitask_do_gpp_er
11,1.616236,-0.171066,1.920388,3.925507,NA,-0.126759,-1.83724,3.20591,-29.607287,-3.915359,NA,-0.112643,ER,val_times,10,7,100,1a_multitask_do_gpp_er
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,val_times,10,7,100,1a_multitask_do_gpp_er
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K600,val_times,10,7,100,1a_multitask_do_gpp_er
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K600,val_times,10,7,100,1a_multitask_do_gpp_er
3,9.202893,-2.549873,16.772628,1.766528,NA,-7.908932,-16.73905,-1.760293,-263.306174,-122.734733,NA,-0.462755,K600,val_times,10,7,100,1a_multitask_do_gpp_er
4,9.023908,-2.548952,14.955208,1.602094,NA,-7.746222,-14.901202,-1.591185,-136.35936,-135.964976,NA,-0.471225,K600,val_times,10,7,100,1a_multitask_do_gpp_er
5,8.723211,-2.611174,16.152563,2.120427,NA,-7.537998,-16.099399,-2.111758,-150.60803,-2222.426712,NA,-0.456118,K600,val_times,10,7,100,1a_multitask_do_gpp_er
6,7.192139,-3.472775,12.766247,2.025496,NA,-6.393688,-12.671101,-2.018208,-65.867272,-218.534826,NA,-0.453687,K600,val_times,10,7,100,1a_multitask_do_gpp_er
7,6.906494,-5.160688,11.924258,2.511391,NA,-6.367343,-11.789488,-2.474183,-43.226502,-35.673921,NA,-0.449266,K600,val_times,10,7,100,1a_multitask_do_gpp_er
8,6.185131,-10.089834,9.119339,2.911519,NA,-5.932968,-9.091771,-2.830259,-147.659892,-17.834889,NA,-0.44094,K600,val_times,10,7,100,1a_multitask_do_gpp_er
9,7.000676,-10.663482,9.523304,3.141759,NA,-6.737303,-9.50522,-2.936372,-227.189598,-6.848762,NA,-0.4433,K600,val_times,10,7,100,1a_multitask_do_gpp_er
10,7.531574,-5.540688,12.338594,2.95861,NA,-7.022028,-12.184897,-2.937994,-40.198449,-80.171451,NA,-0.441879,K600,val_times,10,7,100,1a_multitask_do_gpp_er
11,7.852505,-9.0043,11.896693,3.840701,NA,-7.506376,-11.838901,-3.824186,-103.28433,-110.097196,NA,-0.456916,K600,val_times,10,7,100,1a_multitask_do_gpp_er
12,9.532203,-2.014115,16.584201,2.155962,NA,-7.901812,-16.500712,-2.15567,-101.79706,-18386.876207,NA,-0.498236,K600,val_times,10,7,100,1a_multitask_do_gpp_er
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,depth,val_times,10,7,100,1a_multitask_do_gpp_er
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,depth,val_times,10,7,100,1a_multitask_do_gpp_er
3,2.068549,-14.061139,3.132226,1.181532,NA,-1.975036,-3.118141,-1.177903,-112.137906,-6653.554335,NA,-1.295605,depth,val_times,10,7,100,1a_multitask_do_gpp_er
4,1.966371,-17.029968,2.749098,1.248682,NA,-1.897246,-2.737291,-1.242477,-191.085036,-9116.370627,NA,-1.306134,depth,val_times,10,7,100,1a_multitask_do_gpp_er
5,2.252926,-13.474748,3.380847,1.36759,NA,-2.15927,-3.331601,-1.362361,-35.081461,-2026.789478,NA,-1.422528,depth,val_times,10,7,100,1a_multitask_do_gpp_er
6,2.093978,-36.734162,2.758848,1.388867,NA,-2.044613,-2.754696,-1.387851,-908.164592,-17470.303826,NA,-2.184619,depth,val_times,10,7,100,1a_multitask_do_gpp_er
7,2.061568,-39.444559,2.777136,1.40214,NA,-2.01065,-2.762826,-1.392565,-114.951218,-7149.968679,NA,-2.416534,depth,val_times,10,7,100,1a_multitask_do_gpp_er
8,1.976068,-50.19903,2.575181,1.262333,NA,-1.92923,-2.570416,-1.262196,-203.97009,-16117.468308,NA,-2.631099,depth,val_times,10,7,100,1a_multitask_do_gpp_er
9,1.911224,-32.447189,2.711469,1.155212,NA,-1.846674,-2.666454,-1.153367,-37.108066,-25990.645092,NA,-2.625434,depth,val_times,10,7,100,1a_multitask_do_gpp_er
10,1.803426,-16.836093,2.700292,0.975977,NA,-1.716168,-2.647613,-0.969832,-28.942007,-9449.685076,NA,-1.82019,depth,val_times,10,7,100,1a_multitask_do_gpp_er
11,1.621013,-18.666337,2.507656,0.82411,NA,-1.536916,-2.49429,-0.822924,-119.48491,-8496.045277,NA,-1.815047,depth,val_times,10,7,100,1a_multitask_do_gpp_er
12,2.099285,-9.768354,3.206516,0.949723,NA,-1.924403,-3.19468,-0.94972,-135.928674,-2143.765812,NA,-1.378762,depth,val_times,10,7,100,1a_multitask_do_gpp_er
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,val_times,10,7,100,1a_multitask_do_gpp_er
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,val_times,10,7,100,1a_multitask_do_gpp_er
3,8.415543,-11.024672,11.634048,3.232351,1.763305,-8.003527,-11.622232,-3.216743,-982.294956,-112.814976,-39.14633,-0.940289,temp.water,val_times,10,7,100,1a_multitask_do_gpp_er
4,11.766917,-15.119595,16.187151,6.325579,2.111295,-11.354596,-16.178046,-6.283046,-947.521406,-79.461051,-77.451742,-0.960736,temp.water,val_times,10,7,100,1a_multitask_do_gpp_er
5,15.266294,-15.797475,23.027387,10.749459,2.475084,-14.772217,-22.971621,-10.746884,-209.873427,-2956.399191,-137.358493,-0.953257,temp.water,val_times,10,7,100,1a_multitask_do_gpp_er
6,21.278294,-88.301803,25.63154,17.531325,2.955651,-21.161528,-25.630185,-17.520409,-9825.29097,-829.175694,-876.904109,-0.545333,temp.water,val_times,10,7,100,1a_multitask_do_gpp_er
7,23.908889,-142.419228,27.425098,20.682545,3.117173,-23.828549,-27.423669,-20.666927,-9825.413946,-727.473324,-1522.400152,-0.507599,temp.water,val_times,10,7,100,1a_multitask_do_gpp_er
8,24.388484,-118.08905,28.587747,21.287333,3.124035,-24.288365,-28.574918,-21.282062,-1148.009205,-2426.315164,-1304.716931,-0.549092,temp.water,val_times,10,7,100,1a_multitask_do_gpp_er
9,20.57481,-59.274223,24.866656,15.396984,2.890056,-20.399639,-24.861013,-15.37158,-2184.909895,-349.38715,-523.453667,-0.712577,temp.water,val_times,10,7,100,1a_multitask_do_gpp_er
10,13.070763,-31.95534,16.736721,9.046299,2.272896,-12.854659,-16.723535,-9.022046,-859.279319,-299.701489,-198.583158,-0.754029,temp.water,val_times,10,7,100,1a_multitask_do_gpp_er
11,8.35277,-10.033112,12.40175,3.780421,1.745363,-7.916956,-12.356693,-3.724872,-201.357155,-37.390432,-39.989559,-0.89565,temp.water,val_times,10,7,100,1a_multitask_do_gpp_er
12,6.784915,-43.180929,8.322482,4.992006,1.561814,-6.687275,-8.318576,-4.988548,-14877.720797,-143.260331,-161.180097,-0.721362,temp.water,val_times,10,7,100,1a_multitask_do_gpp_er
1,1.019172,0.097751,1.804453,0.858175,0.073347,-0.569518,-1.800837,0.670336,-369.471963,-3.858536,0.144241,0.307842,do_min,train,10,8,100,1a_multitask_do_gpp_er
2,0.711676,0.406503,1.467851,0.608694,0.052546,-0.207669,-1.421467,0.545873,-25.487328,-6.519201,0.430758,0.43582,do_min,train,10,8,100,1a_multitask_do_gpp_er
3,0.804613,0.493628,0.783269,1.496936,0.072068,0.381846,-0.58783,1.218941,-1.158359,-9.343629,0.490319,0.69272,do_min,train,10,8,100,1a_multitask_do_gpp_er
4,0.951543,0.230733,0.693202,1.769389,0.102104,0.511261,-0.05974,1.585847,-1.286697,-9.079393,0.227202,0.664536,do_min,train,10,8,100,1a_multitask_do_gpp_er
5,0.701134,0.412028,1.138253,0.957308,0.083759,-0.063874,-0.945445,0.738302,-15.717322,-3.619422,0.432617,0.581989,do_min,train,10,8,100,1a_multitask_do_gpp_er
6,0.573237,0.481698,1.006655,0.945453,0.076936,-0.119821,-0.925402,0.806663,-21.41492,-3.690396,0.481394,0.504584,do_min,train,10,8,100,1a_multitask_do_gpp_er
7,0.635818,0.331841,0.649066,1.426139,0.10514,0.209609,-0.575981,1.269813,-11.958769,-5.162131,0.265599,0.389623,do_min,train,10,8,100,1a_multitask_do_gpp_er
8,0.652442,0.290417,0.696323,1.40406,0.095558,0.181067,-0.619358,1.245866,-7.391915,-6.594297,0.266234,0.411851,do_min,train,10,8,100,1a_multitask_do_gpp_er
9,0.589451,0.57972,0.690298,1.198998,0.081295,0.118691,-0.494495,1.061255,-6.441557,-4.591524,0.54747,0.596233,do_min,train,10,8,100,1a_multitask_do_gpp_er
10,0.673496,0.551202,0.577114,1.230087,0.077583,0.14706,-0.239242,0.982769,-0.85814,-3.652656,0.529072,0.720655,do_min,train,10,8,100,1a_multitask_do_gpp_er
11,0.670014,0.599199,0.599531,0.999428,0.062194,0.268059,-0.447578,0.87997,-1.268056,-4.100752,0.589005,0.731711,do_min,train,10,8,100,1a_multitask_do_gpp_er
12,0.584519,0.684625,0.925216,0.827481,0.04766,-0.060303,-0.872391,0.545933,-9.116248,-2.686337,0.687418,0.689963,do_min,train,10,8,100,1a_multitask_do_gpp_er
1,0.869952,0.342795,1.415882,1.0752,0.061489,-0.310418,-1.411986,0.944884,-154.922719,-10.086591,0.37159,0.335491,do_mean,train,10,8,100,1a_multitask_do_gpp_er
2,0.764038,0.422622,1.469118,0.979288,0.054579,-0.045724,-1.455877,0.855701,-26.314176,-11.743391,0.433866,0.377603,do_mean,train,10,8,100,1a_multitask_do_gpp_er
3,0.717863,0.529563,0.863633,0.932415,0.057759,0.333716,-0.651245,0.558414,-2.822825,-3.659604,0.541001,0.76238,do_mean,train,10,8,100,1a_multitask_do_gpp_er
4,0.763441,0.588071,1.135419,1.155757,0.069628,0.155174,-0.671654,0.850549,-0.812613,-7.788239,0.580695,0.736968,do_mean,train,10,8,100,1a_multitask_do_gpp_er
5,0.62634,0.44638099999999997,0.837604,1.090488,0.069388,0.127302,-0.598939,0.922915,-7.218687,-6.799801,0.445606,0.600548,do_mean,train,10,8,100,1a_multitask_do_gpp_er
6,0.55739,0.376234,0.991719,1.080979,0.066318,0.091352,-0.69897,0.973288,-3.196522,-7.182572,0.376076,0.39407,do_mean,train,10,8,100,1a_multitask_do_gpp_er
7,0.549487,0.232976,0.867157,1.102048,0.069152,0.212166,-0.734043,1.012362,-5.787609,-5.713331,0.222873,0.339414,do_mean,train,10,8,100,1a_multitask_do_gpp_er
8,0.557794,0.232661,0.984173,1.049833,0.06716,0.159032,-0.776105,0.969011,-4.716881,-9.526021,0.243689,0.354797,do_mean,train,10,8,100,1a_multitask_do_gpp_er
9,0.543159,0.523463,0.918603,0.957814,0.062692,0.090202,-0.738644,0.877299,-6.505176,-4.713061,0.520208,0.559256,do_mean,train,10,8,100,1a_multitask_do_gpp_er
10,0.601209,0.531202,0.532487,1.025774,0.063104,0.213377,-0.139908,0.83117,-0.970328,-4.640992,0.516071,0.755518,do_mean,train,10,8,100,1a_multitask_do_gpp_er
11,0.683124,0.57522,0.59963,0.991536,0.05964,0.341021,-0.419902,0.857578,-0.848828,-5.015676,0.56836,0.740835,do_mean,train,10,8,100,1a_multitask_do_gpp_er
12,0.554301,0.690467,0.718239,0.881772,0.043995,0.100452,-0.645221,0.626827,-8.656704,-2.840477,0.688168,0.721082,do_mean,train,10,8,100,1a_multitask_do_gpp_er
1,0.935281,0.359829,1.669386,1.131598,0.063927,-0.321144,-1.654523,0.99606,-28.54732,-17.859015,0.384837,0.338754,do_max,train,10,8,100,1a_multitask_do_gpp_er
2,1.019898,0.379538,2.287017,1.271064,0.067888,-0.107841,-2.245627,1.192948,-11.777962,-15.651586,0.391323,0.313103,do_max,train,10,8,100,1a_multitask_do_gpp_er
3,1.092878,0.409133,1.874874,1.235842,0.079075,0.254866,-1.764081,0.896588,-10.103445,-10.431983,0.419176,0.556332,do_max,train,10,8,100,1a_multitask_do_gpp_er
4,1.329298,0.505699,2.890055,1.43686,0.100149,-0.134033,-2.670456,1.07859,-4.800339,-10.505988,0.525633,0.542475,do_max,train,10,8,100,1a_multitask_do_gpp_er
5,0.988119,0.096735,0.946867,1.718966,0.097592,0.549255,-0.443703,1.570524,-0.833037,-17.978315,0.080147,0.546843,do_max,train,10,8,100,1a_multitask_do_gpp_er
6,0.974207,0.02879,1.765642,1.708104,0.098667,0.424933,-1.132404,1.594102,-1.097549,-21.797616,0.014157,0.284295,do_max,train,10,8,100,1a_multitask_do_gpp_er
7,0.9461,0.27044,1.881334,1.459476,0.095991,0.119632,-1.72505,1.336021,-7.241479,-14.740393,0.273902,0.276523,do_max,train,10,8,100,1a_multitask_do_gpp_er
8,1.101314,0.249296,2.849544,1.361755,0.104386,-0.003329,-2.498018,1.214853,-4.387394,-10.156002,0.284951,0.229721,do_max,train,10,8,100,1a_multitask_do_gpp_er
9,1.045513,0.352485,2.534964,1.268742,0.096418,-0.018218,-2.172628,1.127838,-3.598298,-6.618069,0.389257,0.35093800000000003,do_max,train,10,8,100,1a_multitask_do_gpp_er
10,0.797821,0.414556,1.089572,1.283221,0.075371,0.27452,-0.673644,1.15851,-4.582183,-5.984218,0.407091,0.62807,do_max,train,10,8,100,1a_multitask_do_gpp_er
11,0.776121,0.569956,0.928249,1.155919,0.063469,0.294787,-0.783866,1.015924,-1.716318,-7.131244,0.560831,0.658311,do_max,train,10,8,100,1a_multitask_do_gpp_er
12,0.681499,0.586613,1.190965,1.018607,0.051455,0.054778,-1.074212,0.728426,-9.829057,-5.370099,0.587493,0.634511,do_max,train,10,8,100,1a_multitask_do_gpp_er
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,train,10,8,100,1a_multitask_do_gpp_er
2,1.533394,-0.15358,2.649359,2.109282,0.683123,-0.110306,-2.321312,1.973564,-4.347435,-52.929452,-0.005265,0.09703,GPP,train,10,8,100,1a_multitask_do_gpp_er
3,2.575678,0.159982,6.130365,2.334882,0.702563,-0.548574,-5.721108,2.176436,-6.581469,-69.661885,0.194125,0.152316,GPP,train,10,8,100,1a_multitask_do_gpp_er
4,4.131948,-0.332095,9.591648,1.61332,0.635996,-2.572695,-9.393915,1.227009,-30.599102,-5.450455,-0.055367,0.019145,GPP,train,10,8,100,1a_multitask_do_gpp_er
5,1.719616,0.211253,3.59509,2.151027,0.582249,0.30069,-3.280446,1.999663,-5.042102,-27.860849,0.157357,0.215606,GPP,train,10,8,100,1a_multitask_do_gpp_er
6,1.723778,0.138326,3.31682,2.569356,0.681728,0.390957,-2.920907,2.406532,-4.186817,-38.955617,0.049757,0.158244,GPP,train,10,8,100,1a_multitask_do_gpp_er
7,1.720886,0.059999,3.828783,2.104919,0.483872,-0.2527,-3.478458,1.956836,-6.658353,-9.837562,0.111798,0.052181,GPP,train,10,8,100,1a_multitask_do_gpp_er
8,1.353063,0.151164,2.311128,2.014339,0.4935,0.217796,-2.111106,1.859477,-10.566172,-14.391119,0.134438,0.236474,GPP,train,10,8,100,1a_multitask_do_gpp_er
9,1.249328,-0.031687,1.899531,1.857156,0.576257,0.554941,-1.541419,1.770571,-3.01155,-19.248704,0.009648,0.261963,GPP,train,10,8,100,1a_multitask_do_gpp_er
10,1.195648,-0.178016,1.113977,1.824321,0.743787,0.750069,-0.844442,1.689218,-2.812519,-53.2621,-0.162745,0.295564,GPP,train,10,8,100,1a_multitask_do_gpp_er
11,1.047911,-0.266254,0.732798,1.49171,0.719952,0.749346,-0.475065,1.42357,-1.796913,-97.232974,-0.299081,0.333819,GPP,train,10,8,100,1a_multitask_do_gpp_er
12,1.293701,-0.14738,1.658434,1.527049,0.934435,0.77621,-1.389487,1.457284,-1.813827,-118.615462,-0.49342,0.131371,GPP,train,10,8,100,1a_multitask_do_gpp_er
