date,rmse,nse,rmse_top10,rmse_bot10,rmse_logged,mean_bias,mean_bias_top10,mean_bias_bot10,nse_top10,nse_bot10,nse_logged,kge,variable,partition,nstates,rep_id,nepochs,model_id
9,1.879504,-2.367716,1.059843,3.037598,0.799773,-0.411886,-0.964394,-0.269444,-18.527278,-15.975102,-29.915752,-0.147437,do_min,val,10,1,100,0_baseline_LSTM
10,2.709651,-6.501039,1.392972,3.575394,0.918769,-0.588534,-0.414205,-0.897211,-25.767347,-33.227542,-64.233109,-0.938588,do_min,val,10,1,100,0_baseline_LSTM
11,3.148441,-6.900067,2.342441,4.117492,0.728808,-0.464822,-0.561736,-0.796676,-30.157309,-77.332411,-45.994618,-1.083959,do_min,val,10,1,100,0_baseline_LSTM
12,3.048075,-5.655314,0.817115,5.259502,0.823429,-0.652534,-0.677207,-1.812931,-1.298112,-198.872559,-71.676221,-0.855785,do_min,val,10,1,100,0_baseline_LSTM
1,0.617842,0.599333,0.980345,0.605608,0.044165,-0.129006,-0.945584,0.527774,-388.236295,-15.32286,0.610435,0.573507,do_mean,val,10,1,100,0_baseline_LSTM
2,0.72676,0.55224,1.231796,1.351207,0.055034,0.189527,-1.023773,0.93813,-1.010563,-10.144772,0.547905,0.658769,do_mean,val,10,1,100,0_baseline_LSTM
3,2.970135,-6.106838,2.049684,4.574175,0.632512,-0.535173,-1.144339,-1.264371,-8.891066,-36.675545,-48.437943,-0.934297,do_mean,val,10,1,100,0_baseline_LSTM
4,2.750064,-3.190816,3.21263,4.70813,0.770866,-0.734024,-1.674727,-1.731611,-30.313799,-82.923267,-36.837911,-0.330422,do_mean,val,10,1,100,0_baseline_LSTM
5,2.410406,-3.680479,2.121199,2.414563,0.838625,-0.633976,-1.263138,0.509117,-3.015059,-38.224468,-46.055051,-0.356541,do_mean,val,10,1,100,0_baseline_LSTM
6,2.121591,-6.570941,1.082847,2.275423,0.859303,-0.599431,-0.859754,-0.004565,-13.063216,-24.971682,-79.692468,-0.865539,do_mean,val,10,1,100,0_baseline_LSTM
7,1.994649,-5.788942,1.569976,1.973447,0.756538,-0.391764,-0.967417,0.584339,-8.578129,-25.541845,-53.85111,-0.754372,do_mean,val,10,1,100,0_baseline_LSTM
8,1.971618,-9.259396,2.180342,2.7789,0.782621,-0.434142,-0.908682,-0.435611,-201.881453,-48.997523,-94.556728,-1.333699,do_mean,val,10,1,100,0_baseline_LSTM
9,2.016723,-5.462446,0.891729,3.35859,0.793951,-0.565724,-0.776141,-1.196441,-25.406003,-22.882571,-60.268329,-0.800249,do_mean,val,10,1,100,0_baseline_LSTM
10,2.804932,-7.84621,3.81796,3.440366,0.754146,-0.567362,-1.356925,-0.860297,-285.98079,-48.033052,-56.158488,-1.143486,do_mean,val,10,1,100,0_baseline_LSTM
11,3.175683,-8.079913,2.44737,4.294534,0.726893,-0.474405,-0.519706,-0.901342,-27.253436,-130.361051,-59.539536,-1.276296,do_mean,val,10,1,100,0_baseline_LSTM
12,3.091157,-6.084915,0.771848,4.686206,0.762815,-0.594445,-0.658259,-1.276582,-1.72602,-176.773646,-68.057369,-0.93051,do_mean,val,10,1,100,0_baseline_LSTM
1,0.614272,0.619001,0.801222,0.802763,0.04344,0.027847,-0.777911,0.759417,-26.843871,-30.589599,0.620655,0.539029,do_max,val,10,1,100,0_baseline_LSTM
2,0.979805,0.297626,1.954466,1.332424,0.069099,0.243169,-1.703252,0.991044,-2.139895,-23.606963,0.290426,0.43451,do_max,val,10,1,100,0_baseline_LSTM
3,3.564408,-5.618247,4.485437,2.484693,0.780983,-0.782505,-3.092466,0.582939,-41.957012,-13.297758,-58.833488,-0.648794,do_max,val,10,1,100,0_baseline_LSTM
4,3.538426,-1.955747,7.01014,3.450643,0.834315,-1.25218,-5.272321,-0.198912,-39.818736,-49.138891,-25.388596,0.072658,do_max,val,10,1,100,0_baseline_LSTM
5,2.77488,-2.366587,3.51102,2.190313,0.752351,-0.527189,-2.267439,0.953664,-1.674806,-27.723527,-29.143478000000002,-0.072073,do_max,val,10,1,100,0_baseline_LSTM
6,2.458833,-4.142111,3.001647,2.236545,0.711924,-0.55834,-2.262042,0.468356,-15.607687,-34.579153,-38.184267,-0.415045,do_max,val,10,1,100,0_baseline_LSTM
7,2.416156,-3.973256,4.373337,2.317664,0.687119,-0.293171,-2.924614,0.981342,-43.527703,-80.265069,-30.648941,-0.401923,do_max,val,10,1,100,0_baseline_LSTM
8,2.368232,-7.417761,4.906062,2.4066,0.695579,-0.404359,-2.944505,0.330949,-175.366897,-37.781471,-56.471283,-0.964481,do_max,val,10,1,100,0_baseline_LSTM
9,2.418903,-5.856659,4.268578,2.979753,0.719976,-0.69908,-2.612889,-0.474096,-111.599638,-19.29581,-50.527945,-0.713252,do_max,val,10,1,100,0_baseline_LSTM
10,3.091342,-5.888596,6.371159,2.774047,0.830163,-0.606604,-3.773864,0.043445,-165.119075,-47.734219,-54.087299,-0.73952,do_max,val,10,1,100,0_baseline_LSTM
11,3.277454,-5.915587,1.580432,4.195632,0.787993,-0.547652,-1.305776,-0.519559,-8.029344,-100.823752,-58.880309,-0.863853,do_max,val,10,1,100,0_baseline_LSTM
12,3.231008,-4.842415,1.435778,4.218098,0.711148,-0.546532,-1.318451,-0.451018,-17.761587,-166.579115,-47.918311,-0.649653,do_max,val,10,1,100,0_baseline_LSTM
1,0.680861,0.52967,1.22047,0.475527,0.049519,-0.234983,-1.165721,0.213444,-110.716111,-3.530002,0.545064,0.586322,do_min,val_times,10,1,100,0_baseline_LSTM
2,0.667181,0.67412,0.696066,1.453711,0.056651,0.127097,-0.622801,1.177387,-2.63984,-5.674442,0.662368,0.742811,do_min,val_times,10,1,100,0_baseline_LSTM
3,2.794488,-5.128228,0.860547,5.367528,0.782338,-0.547619,-0.422905,-2.481891,-1.372776,-60.708929,-64.234003,-0.918097,do_min,val_times,10,1,100,0_baseline_LSTM
4,2.504035,-3.332353,0.718171,4.886033,0.947574,-0.547677,-0.047527,-2.283393,-2.695473,-105.020171,-55.486726,-0.533145,do_min,val_times,10,1,100,0_baseline_LSTM
5,2.334925,-3.791794,0.773036,3.049151,0.95452,-0.780979,-0.694253,-0.193236,-8.974353,-19.883293,-47.166281,-0.418557,do_min,val_times,10,1,100,0_baseline_LSTM
6,2.081605,-4.075037,0.83925,2.614496,0.987483,-0.590646,-0.7825,-0.096432,-15.156901,-19.116767,-53.400056,-0.430273,do_min,val_times,10,1,100,0_baseline_LSTM
7,1.898479,-3.635471,0.702462,2.139368,0.852663,-0.418695,-0.633085,0.66165,-10.954169,-6.165224,-33.566765,-0.373889,do_min,val_times,10,1,100,0_baseline_LSTM
8,1.929673,-4.644542,0.765613,2.579245,0.855587,-0.542291,-0.693616,-0.023615,-16.35101,-17.851504,-47.050945,-0.565821,do_min,val_times,10,1,100,0_baseline_LSTM
9,1.992858,-2.768554,1.076928,3.336588,0.865081,-0.585289,-0.982439,-0.809487,-22.068607,-14.75152,-35.128901,-0.240895,do_min,val_times,10,1,100,0_baseline_LSTM
10,2.817756,-7.489574,1.392972,3.581929,0.965481,-0.819224,-0.414205,-1.029543,-25.767347,-47.737626,-77.850612,-1.071081,do_min,val_times,10,1,100,0_baseline_LSTM
11,3.290791,-8.086162,2.403117,4.166434,0.777645,-0.736832,-0.682318,-0.945825,-84.670662,-77.740188,-54.239451,-1.236416,do_min,val_times,10,1,100,0_baseline_LSTM
12,3.103652,-5.733607,0.799034,5.259502,0.83977,-0.695673,-0.656997,-1.812931,-1.19322,-198.872559,-72.727649,-0.861767,do_min,val_times,10,1,100,0_baseline_LSTM
1,0.617842,0.599333,0.980345,0.605608,0.044165,-0.129006,-0.945584,0.527774,-388.236295,-15.32286,0.610435,0.573507,do_mean,val_times,10,1,100,0_baseline_LSTM
2,0.635374,0.552536,0.650613,1.26522,0.04987,0.233249,-0.579489,0.845812,-3.97997,-9.01766,0.542943,0.740826,do_mean,val_times,10,1,100,0_baseline_LSTM
3,3.175112,-9.38236,2.126121,5.023835,0.684486,-0.715715,-1.137093,-1.759091,-13.759851,-264.957478,-75.301909,-1.4404,do_mean,val_times,10,1,100,0_baseline_LSTM
4,2.922229,-3.995124,3.470884,5.121615,0.83225,-0.953082,-1.883101,-2.501928,-35.808893,-136.337536,-46.220861,-0.48347,do_mean,val_times,10,1,100,0_baseline_LSTM
5,2.485836,-5.945089,0.981494,3.541255,0.905987,-0.797826,-0.775784,-1.03825,-7.475546,-45.855713,-71.595457,-0.835494,do_mean,val_times,10,1,100,0_baseline_LSTM
6,2.263598,-8.420069,0.781625,2.564445,0.927988,-0.679641,-0.675427,-0.318846,-11.685151,-28.716981,-101.907808,-1.173992,do_mean,val_times,10,1,100,0_baseline_LSTM
7,2.108126,-8.889655,1.251015,2.548905,0.815881,-0.462334,-0.549539,-0.08161,-116.421299,-34.481319,-79.733805,-1.288249,do_mean,val_times,10,1,100,0_baseline_LSTM
8,2.116594,-12.107772,2.205768,3.183933,0.845346,-0.53907,-0.884238,-0.98512,-213.120799,-46.66056,-123.421006,-1.739625,do_mean,val_times,10,1,100,0_baseline_LSTM
9,2.159229,-6.742538,0.865381,3.833576,0.85793,-0.699802,-0.764981,-1.846145,-24.994404,-22.77622,-72.631734,-1.028607,do_mean,val_times,10,1,100,0_baseline_LSTM
10,2.927052,-9.194302,3.935647,3.453291,0.791996,-0.769471,-1.476569,-1.065969,-368.556159,-74.200725,-67.55411,-1.318723,do_mean,val_times,10,1,100,0_baseline_LSTM
11,3.328469,-9.802428,2.35567,4.409287,0.775694,-0.726949,-0.564711,-1.171455,-96.169814,-129.116817,-71.925616,-1.501662,do_mean,val_times,10,1,100,0_baseline_LSTM
12,3.147891,-6.232173,0.746002,4.686206,0.777892,-0.63005,-0.633664,-1.276582,-1.477682,-176.773646,-69.632446,-0.949351,do_mean,val_times,10,1,100,0_baseline_LSTM
1,0.614272,0.619001,0.801222,0.802763,0.04344,0.027847,-0.777911,0.759417,-26.843871,-30.589599,0.620655,0.539029,do_max,val_times,10,1,100,0_baseline_LSTM
2,0.843414,0.152768,1.210891,1.216126,0.061955,0.335634,-0.956582,0.890831,-14.925297,-18.528549,0.155666,0.512849,do_max,val_times,10,1,100,0_baseline_LSTM
3,3.805198,-7.475827,5.258218,2.612545,0.843477,-0.970995,-3.566519,0.502463,-60.348641,-48.700205,-78.704187,-0.906578,do_max,val_times,10,1,100,0_baseline_LSTM
4,3.775649,-2.285423,7.324016,3.7892420000000002,0.899352,-1.498561,-5.63893,-0.639734,-41.43933,-61.064636,-29.254726,0.029194,do_max,val_times,10,1,100,0_baseline_LSTM
5,2.783368,-4.123673,2.11159,2.798019,0.809732,-0.664599,-1.649829,0.078563,-2.008806,-41.958029,-46.690371,-0.456258,do_max,val_times,10,1,100,0_baseline_LSTM
6,2.604012,-5.541294,2.891538,2.792425,0.767731,-0.661087,-2.105079,-0.007854,-40.309268,-37.91461,-50.014333,-0.672089,do_max,val_times,10,1,100,0_baseline_LSTM
7,2.538816,-5.730313,4.600921,2.641387,0.739894,-0.375205,-2.860953,0.545285,-202.607914,-71.534833,-42.740709,-0.720614,do_max,val_times,10,1,100,0_baseline_LSTM
8,2.537247,-9.225008,5.010878,2.82319,0.750715,-0.493981,-2.98848,-0.147176,-322.228314,-41.564132,-70.023282,-1.228343,do_max,val_times,10,1,100,0_baseline_LSTM
9,2.586239,-7.423318,4.34081,3.134899,0.776885,-0.837056,-2.628016,-0.758573,-434.265818,-17.730157,-63.009335,-0.958697,do_max,val_times,10,1,100,0_baseline_LSTM
10,3.224938,-6.767114,6.371159,2.87134,0.874241,-0.812724,-3.773864,-0.224054,-165.119075,-50.198251,-63.422402,-0.85870899999999994,do_max,val_times,10,1,100,0_baseline_LSTM
11,3.435481,-6.836532,1.522672,4.299462,0.839287,-0.804099,-1.267793,-0.670696,-9.238827,-101.36697,-68.151775,-0.99917,do_max,val_times,10,1,100,0_baseline_LSTM
12,3.290024,-4.964271,1.436849,4.380189,0.72502,-0.580751,-1.31502,-0.532255,-17.380413,-207.32667,-49.053842,-0.666975,do_max,val_times,10,1,100,0_baseline_LSTM
1,0.908548,0.282986,1.627299,0.910012,0.065449,-0.39568,-1.624214,0.722113,-300.299799,-4.463201,0.31862,0.357636,do_min,train,10,2,100,0_baseline_LSTM
2,0.670441,0.473286,1.23294,0.475546,0.04987,-0.064482,-1.188449,0.354173,-17.687797,-3.589422,0.487257,0.535208,do_min,train,10,2,100,0_baseline_LSTM
3,0.802366,0.496452,0.883584,1.512645,0.071572,0.266771,-0.60983,1.212673,-1.746615,-9.561865,0.497304,0.687672,do_min,train,10,2,100,0_baseline_LSTM
4,0.921836,0.278017,0.771111,1.675786,0.098909,0.404934,-0.225124,1.460216,-1.829579,-8.041177,0.27481,0.649354,do_min,train,10,2,100,0_baseline_LSTM
5,0.713278,0.391484,1.257424,0.954414,0.085374,-0.19443,-1.071734,0.732282,-19.401046,-3.591538,0.410529,0.547384,do_min,train,10,2,100,0_baseline_LSTM
6,0.618501,0.396615,1.066286,1.09971,0.083258,-0.121233,-0.99919,0.934543,-24.14916,-5.345791,0.39267,0.40451,do_min,train,10,2,100,0_baseline_LSTM
7,0.678832,0.23838,0.707625,1.572992,0.111084,0.214667,-0.653247,1.400034,-14.402524,-6.496531,0.180201,0.283797,do_min,train,10,2,100,0_baseline_LSTM
8,0.660011,0.273857,0.784268,1.4685,0.096861,0.130917,-0.736586,1.258916,-9.645553,-7.30738,0.246088,0.336163,do_min,train,10,2,100,0_baseline_LSTM
9,0.611551,0.547614,0.772235,1.186364,0.083534,-0.036803,-0.616757,1.002896,-8.312993,-4.474305,0.522205,0.567399,do_min,train,10,2,100,0_baseline_LSTM
10,0.655687,0.574623,0.78586,1.061112,0.075416,-0.058324,-0.473679,0.736079,-2.445451,-2.462197,0.555009,0.726889,do_min,train,10,2,100,0_baseline_LSTM
11,0.617459,0.659609,0.758783,0.724014,0.05662,-0.050146,-0.525455,0.481483,-2.632994,-1.676861,0.65938,0.79882,do_min,train,10,2,100,0_baseline_LSTM
12,0.588826,0.679959,0.757096,0.595305,0.04852,-0.15171,-0.685132,0.120882,-5.773842,-0.907913,0.676033,0.832753,do_min,train,10,2,100,0_baseline_LSTM
1,0.855772,0.364046,1.354021,1.105189,0.060773,-0.199502,-1.34418,0.97781,-141.595714,-10.713641,0.386135,0.336969,do_mean,train,10,2,100,0_baseline_LSTM
2,0.804447,0.359935,1.524462,1.007887,0.057532,0.018514,-1.496811,0.835509,-28.410876,-12.498574,0.370949,0.370096,do_mean,train,10,2,100,0_baseline_LSTM
3,0.674852,0.584248,1.030118,0.85505,0.054039,0.172116,-0.828391,0.534093,-4.438756,-2.918445,0.598219,0.722218,do_mean,train,10,2,100,0_baseline_LSTM
4,0.770668,0.580235,1.396704,1.020463,0.069342,0.008494,-1.051719,0.775664,-1.742846,-5.851157,0.584131,0.690544,do_mean,train,10,2,100,0_baseline_LSTM
5,0.577337,0.52962,1.041969,0.890358,0.063525,-0.040219,-0.842441,0.665779,-11.718459,-4.199612,0.535323,0.623799,do_mean,train,10,2,100,0_baseline_LSTM
6,0.548073,0.396913,1.066651,0.97887,0.064644,0.019385,-0.782,0.800734,-3.854641,-5.709742,0.407174,0.435289,do_mean,train,10,2,100,0_baseline_LSTM
7,0.511574,0.335171,0.922493,0.96089,0.064084,0.125124,-0.806941,0.817717,-6.681538,-4.103694,0.3326,0.40025,do_mean,train,10,2,100,0_baseline_LSTM
8,0.54323,0.272209,1.096038,0.877449,0.064563,0.040242,-0.893795,0.695929,-6.090339,-6.353038,0.301059,0.415927,do_mean,train,10,2,100,0_baseline_LSTM
9,0.585661,0.445968,1.20619,0.764824,0.066117,-0.071378,-0.9647,0.573322,-11.940063,-2.642748,0.466355,0.590625,do_mean,train,10,2,100,0_baseline_LSTM
10,0.577551,0.567371,0.639925,0.89515,0.060648,0.120105,-0.253005,0.579164,-1.845635,-3.295797,0.553016,0.77676,do_mean,train,10,2,100,0_baseline_LSTM
11,0.587126,0.686218,0.742959,0.80168,0.050719,0.149401,-0.507098,0.586927,-1.838312,-2.932507,0.68784,0.789333,do_mean,train,10,2,100,0_baseline_LSTM
12,0.573461,0.668699,0.638945,0.667009,0.045147,0.072013,-0.521787,0.387103,-6.6422,-1.197534,0.671634,0.789226,do_mean,train,10,2,100,0_baseline_LSTM
1,0.914138,0.388446,1.586768,1.346964,0.063399,0.033256,-1.559662,1.155744,-25.695091,-25.720615,0.394962,0.342887,do_max,train,10,2,100,0_baseline_LSTM
2,1.128146,0.240842,2.467316,1.504673,0.075641,0.16636,-2.400374,1.406399,-13.872108,-22.334844,0.244351,0.193611,do_max,train,10,2,100,0_baseline_LSTM
3,1.104178,0.39685,2.000838,1.206028,0.080013,0.238104,-1.911546,0.886994,-11.645538,-9.887065,0.405314,0.521113,do_max,train,10,2,100,0_baseline_LSTM
4,1.444972,0.415928,3.329775,1.236979,0.107643,-0.416172,-3.131191,1.04073,-6.699651,-7.527465,0.451984,0.478295,do_max,train,10,2,100,0_baseline_LSTM
5,0.83867,0.349303,1.317172,1.454522,0.083386,0.28453,-1.09304,1.253401,-2.547136,-12.588255,0.328454,0.441028,do_max,train,10,2,100,0_baseline_LSTM
6,0.934565,0.106223,1.944898,1.456857,0.093746,0.306031,-1.395436,1.265705,-1.545074,-15.584202,0.110053,0.250259,do_max,train,10,2,100,0_baseline_LSTM
7,0.969878,0.233307,2.107248,1.229369,0.097228,-0.019387,-1.975783,1.040125,-9.339628,-10.168263,0.255082,0.231179,do_max,train,10,2,100,0_baseline_LSTM
8,1.150619,0.180573,3.139936,1.1223,0.1079,-0.170382,-2.808237,0.837108,-5.541381,-6.577543,0.235995,0.206189,do_max,train,10,2,100,0_baseline_LSTM
9,1.131441,0.241675,2.952522,1.005769,0.102895,-0.23586,-2.627976,0.694604,-5.237924,-3.787344,0.304457,0.316832,do_max,train,10,2,100,0_baseline_LSTM
10,0.805802,0.402784,1.358169,1.127004,0.075332,0.14706,-0.933851,0.790366,-7.673608,-4.387226,0.40771,0.623384,do_max,train,10,2,100,0_baseline_LSTM
11,0.816633,0.52389,0.891018,1.100597,0.06601,0.350021,-0.664124,0.89871,-1.502789,-6.371552,0.524951,0.713683,do_max,train,10,2,100,0_baseline_LSTM
12,0.830584,0.385964,1.085523,1.106194,0.062505,0.333234,-0.885326,0.780373,-7.996438,-6.512696,0.391306,0.65717,do_max,train,10,2,100,0_baseline_LSTM
1,0.714783,0.481638,1.385781,0.670475,0.051649,-0.228882,-1.373395,0.421476,-143.02909,-8.00562,0.505097,0.447309,do_min,val,10,2,100,0_baseline_LSTM
2,0.804635,0.563762,1.194085,1.54429,0.066572,0.220441,-1.046727,1.28607,-3.824267,-6.532107,0.556703,0.636108,do_min,val,10,2,100,0_baseline_LSTM
3,2.406063,-2.692069,0.83402,4.414111,0.679088,-0.207996,-0.536787,-1.124182,-0.900216,-25.821496,-35.512551,-0.35941,do_min,val,10,2,100,0_baseline_LSTM
4,2.175132,-2.100424,0.740454,4.203091,0.690682,-0.126295,0.116475,-1.123175,-2.894551,-59.459795,-25.683667,-0.227936,do_min,val,10,2,100,0_baseline_LSTM
5,2.044221,-2.251922,1.039503,2.686998,0.698072,-0.485363,-0.748696,0.549299,-7.306714,-22.470339,-22.012603,-0.074161,do_min,val,10,2,100,0_baseline_LSTM
6,1.858558,-2.85158,0.908443,2.31949,0.70964,-0.35281,-0.804403,0.520055,-15.789609,-15.604134,-25.811805,-0.194365,do_min,val,10,2,100,0_baseline_LSTM
7,1.782279,-2.599382,0.914972,2.115142,0.685751,-0.190434,-0.796058,1.25846,-11.176772,-8.136353,-18.970132,-0.153601,do_min,val,10,2,100,0_baseline_LSTM
8,1.742223,-3.162149,0.696816,2.128132,0.697013,-0.203901,-0.587787,0.795058,-10.715933,-16.077556,-27.686647,-0.288491,do_min,val,10,2,100,0_baseline_LSTM
9,1.735167,-1.870327,0.95402,2.728671,0.687604,-0.235178,-0.84609,-0.04944,-14.822439,-12.697904,-20.513158,-0.038738,do_min,val,10,2,100,0_baseline_LSTM
10,2.470556,-5.235686,1.344635,3.323695,0.780848,-0.369564,-0.21235,-0.710084,-23.941889,-28.578105,-45.7708,-0.751979,do_min,val,10,2,100,0_baseline_LSTM
11,2.940068,-5.888975,2.246143,3.825056,0.855191,-0.358963,-0.517775,-0.554048,-27.648206,-66.600774,-63.831198,-0.91523,do_min,val,10,2,100,0_baseline_LSTM
12,2.904928,-5.044882,0.887932,4.791811,0.77893,-0.697031,-0.748284,-1.788486,-1.713717,-164.906436,-62.00888,-0.732615,do_min,val,10,2,100,0_baseline_LSTM
1,0.653447,0.551822,1.105436,0.878742,0.046861,-0.062507,-1.097184,0.782538,-493.905795,-33.366565,0.561427,0.453389,do_mean,val,10,2,100,0_baseline_LSTM
2,0.831763,0.413508,1.510765,1.352494,0.0625,0.264456,-1.242267,0.913852,-2.024364,-10.166014,0.416904,0.579896,do_mean,val,10,2,100,0_baseline_LSTM
3,2.806791,-5.346645,2.014929,4.35289,0.668341,-0.43177,-1.193187,-0.945486,-8.558485,-33.118453,-54.37805,-0.786727,do_mean,val,10,2,100,0_baseline_LSTM
4,2.578344,-2.683789,2.992123,4.454821,0.67791,-0.586168,-1.548014,-1.448727,-26.162711,-74.135642,-28.111776,-0.228164,do_mean,val,10,2,100,0_baseline_LSTM
5,2.294766,-3.242157,2.084907,2.408481,0.660495,-0.48386,-1.204867,0.770653,-2.878847,-38.027096,-28.490934,-0.280785,do_mean,val,10,2,100,0_baseline_LSTM
6,2.044046,-6.027613,0.93381,2.277048,0.657443,-0.379313,-0.691812,0.328876,-9.458435,-25.008804,-46.341436,-0.819308,do_mean,val,10,2,100,0_baseline_LSTM
7,1.987677,-5.741569,1.392703,2.098212,0.685148,-0.164154,-0.716912,0.839364,-6.537235,-29.003994,-43.987619,-0.77906,do_mean,val,10,2,100,0_baseline_LSTM
8,1.924124,-8.771082,2.029809,2.75468,0.649927,-0.17508,-0.592954,-0.174072,-174.83425,-48.129789,-64.795631,-1.31944,do_mean,val,10,2,100,0_baseline_LSTM
9,1.916256,-4.834607,0.644076,3.179205,0.644042,-0.290578,-0.455586,-0.847869,-12.775643,-20.399523,-39.603034,-0.749575,do_mean,val,10,2,100,0_baseline_LSTM
10,2.678027,-7.063849,3.608248,3.374486,0.731479,-0.283085,-1.106714,-0.524317,-255.320292,-46.17317,-52.908998,-1.052905,do_mean,val,10,2,100,0_baseline_LSTM
11,3.081289,-7.548152,2.412443,4.138718,0.776536,-0.306251,-0.41522,-0.594121,-26.452765,-121.001813,-67.989491,-1.201778,do_mean,val,10,2,100,0_baseline_LSTM
12,3.013568,-5.733712,0.777593,4.457895,0.73609,-0.572661,-0.672998,-1.17392,-1.766754,-159.873457,-61.699329,-0.86699,do_mean,val,10,2,100,0_baseline_LSTM
1,0.661787,0.557779,0.816531,0.944278,0.047202,0.170021,-0.799412,0.900039,-27.918084,-42.708834,0.552093,0.502223,do_max,val,10,2,100,0_baseline_LSTM
2,1.117298,0.086671,2.071283,1.445486,0.078818,0.356769,-1.775101,0.994725,-2.526451,-27.960172,0.07676,0.359889,do_max,val,10,2,100,0_baseline_LSTM
3,3.524745,-5.471775,4.402457,2.603879,0.732151,-0.621495,-2.983184,0.813393,-40.382305,-14.702326,-51.585076,-0.642698,do_max,val,10,2,100,0_baseline_LSTM
4,3.500566,-1.892834,6.898268,3.477044,0.73873,-1.137185,-5.163791,0.061323,-38.526307,-49.90905,-19.68842,0.07129,do_max,val,10,2,100,0_baseline_LSTM
5,2.775247,-2.367478,3.538708,2.377023,0.689855,-0.386406,-2.389468,1.239974,-1.71716,-32.82924,-24.343559,-0.084406,do_max,val,10,2,100,0_baseline_LSTM
6,2.473851,-4.205116,2.884527,2.420965,0.689245,-0.306443,-2.059881,0.774424,-14.33696,-40.688601,-35.727624,-0.459544,do_max,val,10,2,100,0_baseline_LSTM
7,2.463773,-4.171211,4.319262,2.45393,0.713128,-0.106389,-2.702338,1.123477,-42.433369,-90.101816,-33.090271,-0.45216,do_max,val,10,2,100,0_baseline_LSTM
8,2.400756,-7.650563,4.858916,2.522147,0.697267,-0.15953,-2.70307,0.499493,-171.993507,-41.594864,-56.750591,-1.039015,do_max,val,10,2,100,0_baseline_LSTM
9,2.404402,-5.774695,4.161714,3.048391,0.689118,-0.459076,-2.332736,-0.266623,-106.032369,-20.241588,-46.20568,-0.763296,do_max,val,10,2,100,0_baseline_LSTM
10,3.115636,-5.997294,6.26934,2.925411,0.766697,-0.358366,-3.684019,0.3334,-159.851886,-53.197612,-45.986367,-0.780737,do_max,val,10,2,100,0_baseline_LSTM
11,3.375412,-6.335157,1.51793,4.312275,0.791132,-0.348003,-1.19821,-0.171077,-7.329294,-106.56405,-59.281758,-0.950143,do_max,val,10,2,100,0_baseline_LSTM
12,3.283933,-5.035387,1.325947,4.201781,0.797783,-0.498705,-1.205056,-0.418976,-15.001003,-165.285086,-60.563213,-0.70015,do_max,val,10,2,100,0_baseline_LSTM
1,0.714783,0.481638,1.385781,0.670475,0.051649,-0.228882,-1.373395,0.421476,-143.02909,-8.00562,0.505097,0.447309,do_min,val_times,10,2,100,0_baseline_LSTM
